DateTime,FidalgoBay,Port Gamble,Case Inlet,Willapa Bay
06/01/16 16:10:00,5.895353,7.764201,11.429732,2.271583
06/01/16 16:20:00,5.814972,7.648458,11.380971,2.099439
06/01/16 16:30:00,5.723054,7.520353,11.305858,1.959395
06/01/16 16:40:00,5.620718,7.380751,11.205431,1.855799
06/01/16 16:50:00,5.50922,7.229863,11.080694,1.792469
06/01/16 17:00:00,5.389938,7.068691,10.932614,1.772451
06/01/16 17:10:00,5.264359,6.898422,10.762127,1.797812
06/01/16 17:20:00,5.134056,6.719515,10.570166,1.869492
06/01/16 17:30:00,5.000675,6.533443,10.357685,1.987216
06/01/16 17:40:00,4.865908,6.341901,10.125288,2.14949
06/01/16 17:50:00,4.731475,6.145784,9.874883,2.353666
06/01/16 18:00:00,4.599099,5.947131,9.607355,2.596085
06/01/16 18:10:00,4.470484,5.747822,9.324159,2.872274
06/01/16 18:20:00,4.34729,5.550215,9.026977,3.177187
06/01/16 18:30:00,4.231115,5.355776,8.717749,3.505479
06/01/16 18:40:00,4.123471,5.167059,8.398698,3.851768
06/01/16 18:50:00,4.025766,4.986613,8.072337,4.210894
06/01/16 19:00:00,3.939286,4.816072,7.741464,4.578132
06/01/16 19:10:00,3.865179,4.65794,7.409148,4.949362
06/01/16 19:20:00,3.804446,4.514537,7.078693,5.32117
06/01/16 19:30:00,3.757929,4.387321,6.753596,5.690893
06/01/16 19:40:00,3.7263,4.278305,6.436963,6.0566
06/01/16 19:50:00,3.710064,4.18916,6.133577,6.41701
06/01/16 20:00:00,3.709554,4.120871,5.846592,6.771381
06/01/16 20:10:00,3.724931,4.074624,5.579633,7.119354
06/01/16 20:20:00,3.756193,4.05118,5.336166,7.460795
06/01/16 20:30:00,3.803176,4.051108,5.119434,7.795631
06/01/16 20:40:00,3.865567,4.075778,4.932382,8.123712
06/01/16 20:50:00,3.942913,4.125375,4.777604,8.444686
06/01/16 21:00:00,4.034633,4.199506,4.657292,8.757925
06/01/16 21:10:00,4.140031,4.297548,4.573206,9.062476
06/01/16 21:20:00,4.258314,4.418446,4.526649,9.357058
06/01/16 21:30:00,4.388598,4.561578,4.518495,9.640081
06/01/16 21:40:00,4.529932,4.725589,4.549765,9.909705
06/01/16 21:50:00,4.681304,4.909183,4.620766,10.163902
06/01/16 22:00:00,4.841661,5.110618,4.730748,10.400532
06/01/16 22:10:00,5.009913,5.32909,4.878872,10.61742
06/01/16 22:20:00,5.184954,5.562746,5.06386,10.812421
06/01/16 22:30:00,5.36566,5.809997,5.28413,10.983472
06/01/16 22:40:00,5.550905,6.068769,5.537849,11.128637
06/01/16 22:50:00,5.739566,6.338226,5.823468,11.24613
06/01/16 23:00:00,5.930522,6.616202,6.137849,11.334336
06/01/16 23:10:00,6.122661,6.900408,6.479103,11.391819
06/01/16 23:20:00,6.314881,7.189896,6.844798,11.417333
06/01/16 23:30:00,6.506088,7.482232,7.232412,11.409837
06/01/16 23:40:00,6.695194,7.77536,7.639344,11.368517
06/01/16 23:50:00,6.881116,8.066661,8.063614,11.292811
06/02/16 00:00:00,7.062773,8.354878,8.501051,11.182454
06/02/16 00:10:00,7.239084,8.637238,8.949457,11.03751
06/02/16 00:20:00,7.408961,8.9114,9.405833,10.858424
06/02/16 00:30:00,7.571309,9.174572,9.867053,10.646049
06/02/16 00:40:00,7.725027,9.42526,10.329853,10.401672
06/02/16 00:50:00,7.869003,9.660695,10.791584,10.127014
06/02/16 01:00:00,8.002114,9.878626,11.2472,9.824206
06/02/16 01:10:00,8.123235,10.07661,11.693814,9.495742
06/02/16 01:20:00,8.231237,10.253324,12.127699,9.1444
06/02/16 01:30:00,8.324994,10.406635,12.54508,8.773143
06/02/16 01:40:00,8.403394,10.53498,12.942185,8.385009
06/02/16 01:50:00,8.465346,10.636899,13.3153,7.982985
06/02/16 02:00:00,8.509796,10.711684,13.661371,7.569899
06/02/16 02:10:00,8.535734,10.758379,13.975847,7.148318
06/02/16 02:20:00,8.542217,10.776492,14.25615,6.720485
06/02/16 02:30:00,8.528379,10.765919,14.499417,6.288285
06/02/16 02:40:00,8.493452,10.726861,14.703143,5.853259
06/02/16 02:50:00,8.436782,10.659594,14.86522,5.41666
06/02/16 03:00:00,8.357848,10.5644,14.98413,4.979555
06/02/16 03:10:00,8.256277,10.442229,15.058256,4.542949
06/02/16 03:20:00,8.131863,10.293713,15.087048,4.107945
06/02/16 03:30:00,7.984581,10.119724,15.072616,3.675899
06/02/16 03:40:00,7.814598,9.920853,15.01894,3.248571
06/02/16 03:50:00,7.622288,9.698769,14.926624,2.828242
06/02/16 04:00:00,7.408236,9.454186,14.795988,2.417798
06/02/16 04:10:00,7.173246,9.187681,14.628331,2.020747
06/02/16 04:20:00,6.918339,8.901208,14.424136,1.641187
06/02/16 04:30:00,6.644757,8.595405,14.185278,1.283702
06/02/16 04:40:00,6.353952,8.271361,13.912246,0.9532
06/02/16 04:50:00,6.047577,7.929612,13.607323,0.654701
06/02/16 05:00:00,5.727479,7.572491,13.270883,0.393097
06/02/16 05:10:00,5.395675,7.200699,12.905489,0.172885
06/02/16 05:20:00,5.054337,6.814949,12.511351,-0.002084
06/02/16 05:30:00,4.705767,6.418042,12.091258,-0.128837
06/02/16 05:40:00,4.352371,6.011001,11.646052,-0.205462
06/02/16 05:50:00,3.996634,5.595662,11.17645,-0.231232
06/02/16 06:00:00,3.641087,5.173338,10.68565,-0.20665
06/02/16 06:10:00,3.288278,4.747673,10.17371,-0.133434
06/02/16 06:20:00,2.940743,4.320379,9.64422,-0.014406
06/02/16 06:30:00,2.600969,3.893337,9.097429,0.146669
06/02/16 06:40:00,2.271368,3.470742,8.537435,0.345303
06/02/16 06:50:00,1.954247,3.054759,7.964835,0.576539
06/02/16 07:00:00,1.651781,2.648365,7.384307,0.835221
06/02/16 07:10:00,1.365983,2.253927,6.796904,1.116254
06/02/16 07:20:00,1.098688,1.87579,6.207883,1.414842
06/02/16 07:30:00,0.851532,1.516231,5.618784,1.726677
06/02/16 07:40:00,0.625933,1.177541,5.035339,2.048078
06/02/16 07:50:00,0.423084,0.863532,4.459508,2.376065
06/02/16 08:00:00,0.243942,0.576071,3.897289,2.70837
06/02/16 08:10:00,0.089226,0.316942,3.350913,3.04339
06/02/16 08:20:00,-0.040581,0.088915,2.826348,3.380089
06/02/16 08:30:00,-0.145233,-0.106899,2.325881,3.717862
06/02/16 08:40:00,-0.224707,-0.269272,1.85511,4.056383
06/02/16 08:50:00,-0.279195,-0.397512,1.41685,4.395439
06/02/16 09:00:00,-0.309089,-0.490664,1.013853,4.734784
06/02/16 09:10:00,-0.314963,-0.548788,0.650539,5.074006
06/02/16 09:20:00,-0.297553,-0.572031,0.328345,5.412431
06/02/16 09:30:00,-0.257741,-0.560315,0.050585,5.749061
06/02/16 09:40:00,-0.196525,-0.513503,-0.181917,6.082553
06/02/16 09:50:00,-0.115006,-0.432576,-0.367092,6.411233
06/02/16 10:00:00,-0.014359,-0.318759,-0.50476,6.733134
06/02/16 10:10:00,0.104186,-0.173468,-0.594119,7.046066
06/02/16 10:20:00,0.239363,0.001734,-0.635578,7.347685
06/02/16 10:30:00,0.389892,0.205162,-0.628975,7.635577
06/02/16 10:40:00,0.554491,0.43503,-0.573279,7.907328
06/02/16 10:50:00,0.731895,0.689473,-0.469635,8.160592
06/02/16 11:00:00,0.920864,0.966558,-0.319712,8.393135
06/02/16 11:10:00,1.120196,1.264289,-0.125451,8.602878
06/02/16 11:20:00,1.328729,1.580609,0.110989,8.787911
06/02/16 11:30:00,1.545346,1.913401,0.387269,8.946515
06/02/16 11:40:00,1.768976,2.260482,0.700903,9.077168
06/02/16 11:50:00,1.998593,2.619597,1.049293,9.178556
06/02/16 12:00:00,2.23321,2.988425,1.429737,9.249592
06/02/16 12:10:00,2.471874,3.364568,1.839447,9.289436
06/02/16 12:20:00,2.713658,3.745564,2.275551,9.297532
06/02/16 12:30:00,2.957655,4.128896,2.735086,9.273639
06/02/16 12:40:00,3.202963,4.511373,3.215003,9.21788
06/02/16 12:50:00,3.448683,4.891683,3.712151,9.130773
06/02/16 13:00:00,3.693906,5.266623,4.223283,9.01326
06/02/16 13:10:00,3.937703,5.633661,4.745046,8.86672
06/02/16 13:20:00,4.179123,5.99034,5.273997,8.692954
06/02/16 13:30:00,4.417185,6.334318,5.806607,8.49415
06/02/16 13:40:00,4.650876,6.663402,6.339289,8.272816
06/02/16 13:50:00,4.879147,6.975582,6.868423,8.031694
06/02/16 14:00:00,5.100921,7.269071,7.389548,7.77365
06/02/16 14:10:00,5.31509,7.54232,7.900824,7.501556
06/02/16 14:20:00,5.520529,7.794048,8.397926,7.218173
06/02/16 14:30:00,5.7161,8.023244,8.87755,6.92604
06/02/16 14:40:00,5.900665,8.229175,9.336598,6.627395
06/02/16 14:50:00,6.073105,8.411376,9.772231,6.324119
06/02/16 15:00:00,6.232329,8.569637,10.181914,6.017734
06/02/16 15:10:00,6.377297,8.703973,10.563452,5.709433
06/02/16 15:20:00,6.507039,8.814604,10.915023,5.40016
06/02/16 15:30:00,6.620668,8.90191,11.235187,5.090729
06/02/16 15:40:00,6.717409,8.966403,11.522895,4.781967
06/02/16 15:50:00,6.796611,9.008683,11.777479,4.474875
06/02/16 16:00:00,6.857768,9.029405,11.998628,4.170785
06/02/16 16:10:00,6.900534,9.02951,12.186355,3.871499
06/02/16 16:20:00,6.92474,9.011175,12.340958,3.579396
06/02/16 16:30:00,6.930406,8.975154,12.462969,3.297481
06/02/16 16:40:00,6.917746,8.922129,12.553099,3.029388
06/02/16 16:50:00,6.88718,8.852456,12.61219,2.779305
06/02/16 17:00:00,6.83933,8.766733,12.641162,2.551848
06/02/16 17:10:00,6.775024,8.665662,12.640638,2.351874
06/02/16 17:20:00,6.695288,8.54944,12.609685,2.18425
06/02/16 17:30:00,6.601339,8.419039,12.548976,2.053596
06/02/16 17:40:00,6.494569,8.274675,12.45945,1.964026
06/02/16 17:50:00,6.376532,8.117586,12.342005,1.918898
06/02/16 18:00:00,6.248922,7.948129,12.197781,1.920604
06/02/16 18:10:00,6.113553,7.767913,12.027154,1.970409
06/02/16 18:20:00,5.972333,7.577545,11.831247,2.068363
06/02/16 18:30:00,5.827238,7.378727,11.61103,2.213281
06/02/16 18:40:00,5.680281,7.173416,11.367592,2.402805
06/02/16 18:50:00,5.533487,6.962714,11.102187,2.633532
06/02/16 19:00:00,5.388865,6.749305,10.816283,2.901209
06/02/16 19:10:00,5.248373,6.534608,10.511603,3.200967
06/02/16 19:20:00,5.113895,6.321619,10.190162,3.527582
06/02/16 19:30:00,4.987217,6.111987,9.854287,3.875747
06/02/16 19:40:00,4.869999,5.908843,9.506633,4.240315
06/02/16 19:50:00,4.763754,5.713936,9.150787,4.616522
06/02/16 20:00:00,4.669834,5.530015,8.78882,5.000149
06/02/16 20:10:00,4.58941,5.359663,8.424888,5.387634
06/02/16 20:20:00,4.523463,5.204476,8.062777,5.776114
06/02/16 20:30:00,4.472778,5.066962,7.706445,6.163413
06/02/16 20:40:00,4.437936,4.948427,7.359948,6.547965
06/02/16 20:50:00,4.419319,4.85079,7.027368,6.928705
06/02/16 21:00:00,4.417108,4.77497,6.712732,7.304922
06/02/16 21:10:00,4.431293,4.722181,6.419927,7.676103
06/02/16 21:20:00,4.461682,4.692911,6.152627,8.041778
06/02/16 21:30:00,4.507914,4.687696,5.914593,8.401382
06/02/16 21:40:00,4.56947,4.707703,5.708039,8.754143
06/02/16 21:50:00,4.645694,4.753266,5.536016,9.099004
06/02/16 22:00:00,4.735808,4.823768,5.400697,9.434587
06/02/16 22:10:00,4.83893,4.918556,5.303779,9.759191
06/02/16 22:20:00,4.954093,5.036709,5.246469,10.070819
06/02/16 22:30:00,5.080262,5.177127,5.22949,10.367241
06/02/16 22:40:00,5.216352,5.338554,5.253874,10.646061
06/02/16 22:50:00,5.361242,5.519611,5.320059,10.904803
06/02/16 23:00:00,5.513793,5.718812,5.427152,11.140984
06/02/16 23:10:00,5.672855,5.934953,5.574407,11.352191
06/02/16 23:20:00,5.837282,6.165669,5.760226,11.536134
06/02/16 23:30:00,6.005935,6.409579,5.982838,11.690691
06/02/16 23:40:00,6.177691,6.664888,6.239768,11.813938
06/02/16 23:50:00,6.351444,6.92973,6.529615,11.904164
06/03/16 00:00:00,6.526107,7.202158,6.849562,11.959882
06/03/16 00:10:00,6.700608,7.480143,7.197036,11.979838
06/03/16 00:20:00,6.873891,7.761568,7.568703,11.963023
06/03/16 00:30:00,7.044908,8.044692,7.96296,11.908686
06/03/16 00:40:00,7.212616,8.326289,8.376275,11.816366
06/03/16 00:50:00,7.375966,8.604452,8.805584,11.685918
06/03/16 01:00:00,7.533903,8.876741,9.246961,11.517554
06/03/16 01:10:00,7.685357,9.140673,9.698529,11.311881
06/03/16 01:20:00,7.829237,9.393743,10.156098,11.069929
06/03/16 01:30:00,7.964428,9.633456,10.616047,10.793169
06/03/16 01:40:00,8.089787,9.857365,11.07386,10.483514
06/03/16 01:50:00,8.204145,10.063427,11.527143,10.143289
06/03/16 02:00:00,8.30631,10.248725,11.971132,9.775184
06/03/16 02:10:00,8.395065,10.411537,12.401734,9.382174
06/03/16 02:20:00,8.469183,10.549988,12.814161,8.967417
06/03/16 02:30:00,8.52743,10.662436,13.205655,8.534141
06/03/16 02:40:00,8.568585,10.747497,13.571482,8.085526
06/03/16 02:50:00,8.591445,10.804063,13.907734,7.624585
06/03/16 03:00:00,8.594853,10.831335,14.210245,7.154068
06/03/16 03:10:00,8.577709,10.828686,14.476575,6.676397
06/03/16 03:20:00,8.538996,10.795774,14.703096,6.193633
06/03/16 03:30:00,8.477798,10.732705,14.887089,5.707487
06/03/16 03:40:00,8.393327,10.639693,15.026071,5.219381
06/03/16 03:50:00,8.284941,10.517193,15.118666,4.730545
06/03/16 04:00:00,8.152169,10.365558,15.163252,4.242149
06/03/16 04:10:00,7.994734,10.186078,15.160407,3.755461
06/03/16 04:20:00,7.812564,9.979418,15.11614,3.272005
06/03/16 04:30:00,7.605817,9.746149,15.031039,2.793713
06/03/16 04:40:00,7.374891,9.488101,14.905717,2.323051
06/03/16 04:50:00,7.120434,9.205995,14.740357,1.863101
06/03/16 05:00:00,6.843352,8.900416,14.536362,1.417584
06/03/16 05:10:00,6.544807,8.573539,14.294085,0.99083
06/03/16 05:20:00,6.226222,8.22604,14.015543,0.587673
06/03/16 05:30:00,5.889266,7.858494,13.701114,0.213294
06/03/16 05:40:00,5.535848,7.473398,13.353259,-0.126991
06/03/16 05:50:00,5.168098,7.071482,12.972266,-0.427978
06/03/16 06:00:00,4.788348,6.653464,12.560921,-0.684841
06/03/16 06:10:00,4.399106,6.222307,12.11937,-0.893391
06/03/16 06:20:00,4.00303,5.779027,11.650674,-1.050314
06/03/16 06:30:00,3.602895,5.324733,11.154868,-1.153359
06/03/16 06:40:00,3.201557,4.863029,10.635311,-1.201474
06/03/16 06:50:00,2.801921,4.395442,10.092031,-1.194862
06/03/16 07:00:00,2.406904,3.924463,9.528772,-1.134968
06/03/16 07:10:00,2.019393,3.451997,8.945705,-1.024384
06/03/16 07:20:00,1.642211,2.982528,8.34707,-0.86669
06/03/16 07:30:00,1.278083,2.518323,7.733349,-0.666245
06/03/16 07:40:00,0.929594,2.061821,7.109373,-0.427933
06/03/16 07:50:00,0.599167,1.617851,6.476069,-0.156902
06/03/16 08:00:00,0.289026,1.188972,5.838891,0.141702
06/03/16 08:10:00,0.001174,0.777837,5.199282,0.462966
06/03/16 08:20:00,-0.262625,0.389088,4.563255,0.802407
06/03/16 08:30:00,-0.50087,0.02515,3.93275,1.156116
06/03/16 08:40:00,-0.712328,-0.311572,3.314167,1.520829
06/03/16 08:50:00,-0.896041,-0.617233,2.709824,1.893954
06/03/16 09:00:00,-1.051334,-0.889999,2.126235,2.273522
06/03/16 09:10:00,-1.177804,-1.128141,1.565902,2.6581
06/03/16 09:20:00,-1.27532,-1.329118,1.035108,3.046666
06/03/16 09:30:00,-1.344002,-1.491998,0.536297,3.438452
06/03/16 09:40:00,-1.384213,-1.615811,0.07515,3.832799
06/03/16 09:50:00,-1.396538,-1.700085,-0.346194,4.229004
06/03/16 10:00:00,-1.381757,-1.744339,-0.723594,4.626201
06/03/16 10:10:00,-1.340825,-1.748789,-1.05363,5.023268
06/03/16 10:20:00,-1.274845,-1.712844,-1.334996,5.41877
06/03/16 10:30:00,-1.185042,-1.636967,-1.564824,5.810943
06/03/16 10:40:00,-1.072733,-1.522362,-1.742491,6.197708
06/03/16 10:50:00,-0.939305,-1.370466,-1.866524,6.576724
06/03/16 11:00:00,-0.786186,-1.183279,-1.936984,6.945447
06/03/16 11:10:00,-0.614822,-0.962022,-1.953716,7.301215
06/03/16 11:20:00,-0.426661,-0.708973,-1.915459,7.641329
06/03/16 11:30:00,-0.223128,-0.42625,-1.822445,7.963128
06/03/16 11:40:00,-0.005614,-0.116607,-1.675915,8.264052
06/03/16 11:50:00,0.224538,0.218682,-1.477893,8.541698
06/03/16 12:00:00,0.466039,0.576753,-1.231059,8.793851
06/03/16 12:10:00,0.717658,0.955168,-0.937095,9.018507
06/03/16 12:20:00,0.978229,1.350761,-0.599086,9.213882
06/03/16 12:30:00,1.246641,1.762286,-0.220576,9.378427
06/03/16 12:40:00,1.521839,2.186486,0.196647,9.510827
06/03/16 12:50:00,1.802812,2.619963,0.64807,9.610016
06/03/16 13:00:00,2.088589,3.061425,1.131929,9.675198
06/03/16 13:10:00,2.378219,3.507389,1.644163,9.70587
06/03/16 13:20:00,2.670768,3.955048,2.180443,9.70186
06/03/16 13:30:00,2.9653,4.400842,2.739027,9.66336
06/03/16 13:40:00,3.260864,4.843431,3.315459,9.590965
06/03/16 13:50:00,3.556489,5.27929,3.905085,9.485688
06/03/16 14:00:00,3.851163,5.705702,4.506103,9.348979
06/03/16 14:10:00,4.143833,6.119375,5.113739,9.182705
06/03/16 14:20:00,4.433396,6.519201,5.723128,8.989117
06/03/16 14:30:00,4.718692,6.902177,6.33239,8.770781
06/03/16 14:40:00,4.998509,7.266202,6.936641,8.530496
06/03/16 14:50:00,5.271582,7.608866,7.531071,8.27118
06/03/16 15:00:00,5.536599,7.929702,8.113885,7.995761
06/03/16 15:10:00,5.792213,8.226801,8.680476,7.707052
06/03/16 15:20:00,6.037052,8.499127,9.226531,7.40765
06/03/16 15:30:00,6.269736,8.745544,9.750651,7.099853
06/03/16 15:40:00,6.488895,8.966393,10.249004,6.785611
06/03/16 15:50:00,6.693189,9.161031,10.718252,6.466515
06/03/16 16:00:00,6.881332,9.329478,11.157713,6.143839
06/03/16 16:10:00,7.052114,9.471742,11.564742,5.818614
06/03/16 16:20:00,7.204425,9.588677,11.937304,5.491751
06/03/16 16:30:00,7.33728,9.680543,12.275573,5.164185
06/03/16 16:40:00,7.449845,9.747941,12.578238,4.837035
06/03/16 16:50:00,7.541452,9.791474,12.84458,4.511769
06/03/16 17:00:00,7.611627,9.811962,13.075491,4.190339
06/03/16 17:10:00,7.6601,9.810388,13.270799,3.87529
06/03/16 17:20:00,7.686826,9.789052,13.430797,3.569819
06/03/16 17:30:00,7.69199,9.748773,13.556712,3.277765
06/03/16 17:40:00,7.676016,9.689936,13.648959,3.00355
06/03/16 17:50:00,7.63957,9.613246,13.708739,2.752041
06/03/16 18:00:00,7.583554,9.518951,13.736807,2.528368
06/03/16 18:10:00,7.509103,9.407896,13.733517,2.337686
06/03/16 18:20:00,7.41757,9.280284,13.69733,2.18492
06/03/16 18:30:00,7.310514,9.136946,13.628883,2.074495
06/03/16 18:40:00,7.189677,8.978925,13.529057,2.010078
06/03/16 18:50:00,7.056961,8.806592,13.398707,1.994369
06/03/16 19:00:00,6.9144,8.621594,13.238688,2.028921
06/03/16 19:10:00,6.764136,8.424561,13.050233,2.114051
06/03/16 19:20:00,6.60838,8.217611,12.833671,2.248808
06/03/16 19:30:00,6.449382,8.001711,12.590395,2.431026
06/03/16 19:40:00,6.289402,7.779458,12.321686,2.657449
06/03/16 19:50:00,6.130668,7.552168,12.029051,2.923916
06/03/16 20:00:00,5.975352,7.322848,11.714273,3.225595
06/03/16 20:10:00,5.825533,7.093112,11.379446,3.55724
06/03/16 20:20:00,5.683169,6.866228,11.026999,3.91346
06/03/16 20:30:00,5.550075,6.643992,10.660348,4.28897
06/03/16 20:40:00,5.427895,6.429376,10.281368,4.678813
06/03/16 20:50:00,5.318085,6.225265,9.894129,5.078531
06/03/16 21:00:00,5.221897,6.033431,9.502385,5.484278
06/03/16 21:10:00,5.140371,5.856845,9.110143,5.892877
06/03/16 21:20:00,5.074324,5.697057,8.721598,6.301806
06/03/16 21:30:00,5.024349,5.556529,8.341062,6.70914
06/03/16 21:40:00,4.990821,5.436457,7.972888,7.113441
06/03/16 21:50:00,4.973897,5.338635,7.621962,7.513623
06/03/16 22:00:00,4.973528,5.263826,7.291262,7.908802
06/03/16 22:10:00,4.989475,5.213068,6.985361,8.298148
06/03/16 22:20:00,5.021318,5.186674,6.707931,8.680749
06/03/16 22:30:00,5.068481,5.185066,6.462281,9.055507
06/03/16 22:40:00,5.130245,5.209205,6.251302,9.421063
06/03/16 22:50:00,5.205774,5.25893,6.077421,9.775763
06/03/16 23:00:00,5.294133,5.333729,5.942571,10.117659
06/03/16 23:10:00,5.394308,5.432469,5.848298,10.44454
06/03/16 23:20:00,5.505228,5.554385,5.795189,10.753993
06/03/16 23:30:00,5.625782,5.69782,5.783904,11.043474
06/03/16 23:40:00,5.754836,5.861841,5.815825,11.310392
06/03/16 23:50:00,5.891248,6.044388,5.891024,11.552186
06/04/16 00:00:00,6.033879,6.244437,6.008696,11.766396
06/04/16 00:10:00,6.181604,6.459617,6.167021,11.950718
